AdoptionSpeed,MaturitySize,FurLength,Dewormed,Vaccinated,Sterilized,Health,Fee,Age
0,2,1,1,1,1,1,0,13
3,2,1,2,2,2,1,0,3
4,2,1,1,1,2,1,0,18
3,2,1,1,1,2,1,0,2
3,2,1,1,1,2,1,0,3
2,2,1,1,1,2,1,0,2
4,2,1,2,2,2,1,0,2
2,1,2,3,3,3,1,0,6
0,1,2,1,1,3,1,0,3
1,2,1,3,3,3,1,0,8
0,1,1,2,2,2,1,0,2
1,2,1,2,2,2,1,0,3
3,3,3,1,1,1,1,400,18
3,2,1,1,1,2,1,0,4
3,2,1,2,2,2,1,0,0
1,2,2,3,3,3,1,0,36
2,2,2,2,2,2,1,0,1
4,2,2,2,2,3,1,0,10
2,2,3,2,2,2,1,100,3
3,2,1,2,2,2,1,0,4
2,2,1,2,2,2,1,0,1
4,2,1,1,1,1,1,0,12
1,2,2,2,2,2,1,0,2
4,2,2,1,1,3,1,0,12
2,2,2,2,2,2,1,0,1
4,1,2,1,1,1,1,0,49
3,1,1,1,1,1,1,350,36
4,2,1,2,2,2,1,0,2
4,2,1,1,3,2,1,0,1
1,3,3,1,1,3,1,0,12
3,2,1,2,2,2,1,0,3
1,2,2,1,1,1,1,0,18
3,2,1,1,2,2,2,0,5
4,2,1,1,1,1,1,0,24
4,2,1,2,2,2,1,0,2
2,2,1,3,3,2,1,0,2
4,1,1,2,2,2,1,0,0
2,2,1,1,2,2,1,0,3
2,2,2,1,1,2,1,0,2
3,2,1,2,2,2,1,0,2
3,2,2,2,2,2,1,0,12
4,2,1,1,2,1,1,0,18
2,2,1,1,2,2,1,0,4
4,2,1,2,2,2,1,10,0
2,2,2,2,2,2,1,0,3
4,2,1,1,1,1,1,0,12
3,2,1,2,2,2,1,0,1
1,2,2,2,2,2,1,0,2
1,2,1,2,2,2,1,0,1
1,1,2,2,2,3,1,0,2
4,2,1,1,1,2,1,50,4
4,2,1,2,3,2,1,50,36
1,1,2,2,2,2,1,0,3
3,2,2,2,2,2,1,0,2
1,2,1,2,2,2,1,0,1
2,1,2,2,2,1,1,0,6
4,2,1,2,2,2,1,20,8
4,3,3,3,3,3,2,0,120
2,3,1,2,2,2,1,50,1
1,1,2,1,1,1,1,0,9
1,2,2,1,2,2,1,0,2
2,2,1,1,1,1,1,0,5
2,2,2,1,2,2,1,200,3
3,2,2,1,1,2,1,0,2
0,1,2,1,2,2,1,0,2
4,2,2,1,1,1,1,0,7
2,1,2,2,2,2,1,0,1
2,2,2,1,2,2,1,50,4
2,1,3,2,2,2,1,0,1
3,2,1,3,3,3,1,0,3
2,3,1,1,2,2,1,0,3
3,1,2,1,1,2,1,0,1
4,2,1,2,2,2,1,0,3
2,2,1,1,1,3,1,0,5
2,2,1,2,2,2,1,0,1
2,2,1,1,2,2,1,0,2
1,2,1,1,1,1,1,0,2
4,2,1,2,2,2,1,0,2
2,2,2,3,3,2,1,0,2
1,2,3,1,2,2,1,200,3
0,2,1,1,1,1,1,0,12
4,1,1,1,1,2,1,0,2
4,1,1,1,1,3,1,0,3
2,2,1,1,1,2,1,0,1
4,2,1,3,3,3,1,0,16
4,2,2,3,3,3,1,0,24
2,1,2,2,2,2,1,0,1
3,2,1,1,2,2,1,0,1
4,2,2,2,2,2,1,100,18
1,1,1,1,1,1,1,0,4
4,2,2,1,2,2,1,0,2
3,2,1,1,2,2,1,0,2
4,2,1,1,3,1,1,200,18
1,1,1,1,3,2,1,0,4
1,1,1,2,2,2,1,0,2
2,2,1,1,2,2,1,0,3
3,2,2,2,2,2,1,60,2
4,2,1,3,3,3,1,0,16
2,1,1,2,2,2,1,0,1
2,2,2,1,2,2,1,0,1
4,2,1,1,1,3,1,1,3
4,1,1,1,1,1,1,0,7
3,2,1,2,2,2,1,80,2
1,3,2,1,1,1,1,200,17
4,2,1,2,2,2,1,0,3
4,2,1,3,3,2,1,50,4
2,1,1,1,2,2,1,0,3
1,1,2,2,2,2,1,0,0
2,2,1,2,2,2,1,20,1
3,2,2,1,2,2,1,0,24
2,2,2,1,1,1,1,0,18
4,3,2,3,3,3,1,0,28
3,2,1,2,2,2,1,0,2
2,2,1,2,2,2,1,0,1
3,1,2,1,1,1,1,0,24
4,2,2,1,1,1,1,0,12
2,3,2,1,1,2,1,0,1
4,1,1,1,1,1,1,0,15
4,2,2,1,3,2,1,0,24
3,1,1,1,1,2,1,0,2
2,2,2,2,2,2,1,0,2
3,2,2,1,1,2,1,0,0
1,2,2,1,1,2,1,200,3
3,2,1,1,1,1,1,0,72
2,1,2,1,1,2,1,200,32
4,2,1,1,1,1,1,0,5
4,2,1,1,1,1,1,0,10
2,2,2,2,2,2,1,0,1
2,2,1,1,1,2,1,0,3
4,1,1,1,1,1,1,100,7
4,2,1,3,1,1,1,200,8
3,3,2,1,2,2,1,0,1
4,1,1,1,1,1,1,0,5
1,2,1,3,3,3,1,0,12
4,2,1,1,1,1,1,0,4
4,2,2,2,2,2,1,0,1
2,1,1,2,2,2,1,0,2
1,2,1,1,2,2,1,0,5
4,1,1,1,1,2,1,0,6
2,2,2,1,2,1,1,0,12
2,2,1,2,2,2,1,0,1
2,2,1,1,1,1,1,0,108
1,1,1,2,2,2,1,0,2
4,2,2,2,2,2,1,40,2
1,2,1,2,1,2,1,0,4
4,1,1,1,2,2,1,0,4
4,2,1,1,2,1,1,0,7
1,2,2,2,2,2,1,0,1
2,2,3,1,1,2,1,500,12
0,2,2,2,2,2,1,50,3
1,1,2,2,2,2,1,0,1
1,2,1,2,2,2,1,0,2
4,2,1,2,2,2,1,0,12
4,3,1,2,2,2,1,0,36
2,2,2,2,2,2,1,0,1
2,2,1,1,1,1,1,0,2
0,1,1,1,2,3,1,0,2
4,2,2,1,1,1,1,0,6
1,2,1,2,2,2,1,0,2
3,2,1,1,2,2,1,0,4
4,2,1,3,3,3,1,0,12
3,3,1,2,2,2,1,0,16
1,2,1,2,2,2,1,0,1
2,1,1,3,3,1,1,1,3
3,2,1,1,1,1,1,0,24
2,2,1,2,2,2,1,0,4
2,3,1,2,2,2,1,0,4
4,2,1,1,1,1,1,0,36
3,2,1,1,1,2,1,0,2
2,3,1,3,1,1,1,30,12
4,2,1,1,1,1,1,0,12
4,2,1,1,1,2,1,0,72
3,2,2,1,1,2,1,0,6
1,2,2,2,2,2,1,0,0
3,2,1,2,2,2,1,0,2
4,2,1,1,1,2,1,50,5
4,2,2,2,2,2,1,0,72
2,2,1,1,1,2,1,0,1
3,1,1,1,1,1,2,180,48
2,1,1,2,2,2,1,0,3
2,2,1,2,2,2,1,0,112
2,2,2,2,2,2,1,0,1
3,2,2,3,3,2,1,0,1
2,2,1,1,1,2,1,0,3
4,2,1,1,1,1,1,0,8
3,2,1,1,1,1,1,0,5
2,2,2,1,1,2,1,50,3
4,1,2,1,1,1,1,0,36
2,2,2,1,1,2,1,0,3
4,3,2,1,1,1,1,0,23
1,3,3,3,3,2,1,0,24
0,1,1,1,2,2,1,0,1
2,1,2,2,2,2,1,0,2
3,2,1,1,1,1,1,188,51
0,2,1,2,2,2,1,0,2
2,2,2,3,3,2,1,0,36
2,2,1,2,2,2,1,0,14
4,2,1,1,1,2,1,0,17
2,2,2,2,2,2,1,0,12
1,1,2,1,1,1,1,0,24
3,3,2,1,2,2,1,0,3
4,2,1,1,1,2,1,0,5
0,2,1,2,2,2,1,0,4
2,1,3,3,3,2,1,0,60
4,2,1,1,1,1,1,0,4
3,2,1,3,3,2,1,0,1
1,2,3,1,2,2,1,550,4
4,3,1,1,3,1,1,0,63
1,2,1,1,1,2,1,0,11
0,1,2,1,1,2,1,0,4
2,2,1,1,2,2,1,100,2
1,2,3,2,2,2,1,0,1
2,2,2,1,1,3,1,0,3
4,2,2,3,3,3,1,0,12
4,2,2,1,1,2,1,0,5
3,3,1,1,1,1,1,0,15
4,2,1,1,1,2,1,0,3
4,2,1,3,3,3,1,0,36
4,2,2,3,3,3,1,0,24
1,2,1,1,1,1,1,0,84
4,2,1,2,2,2,1,10,1
4,1,1,2,2,2,1,0,2
4,1,2,2,2,1,1,0,3
3,2,1,2,2,2,1,0,1
1,2,1,2,2,2,1,0,1
1,1,1,2,1,2,1,0,4
0,2,1,1,1,1,1,8,3
3,2,2,2,2,2,1,0,7
2,1,1,2,2,2,1,0,3
3,2,2,2,2,2,1,0,2
1,1,3,1,2,2,1,0,24
3,2,2,2,2,2,1,0,1
1,2,2,1,1,1,1,0,36
4,1,1,2,2,2,1,0,2
4,2,1,2,2,2,1,0,1
2,1,1,1,1,2,1,100,3
1,2,1,1,1,2,1,0,3
2,2,1,2,2,2,1,0,3
4,2,1,1,1,2,1,0,2
1,2,1,2,2,2,1,0,1
2,2,1,2,2,2,1,0,5
3,2,3,1,1,2,1,200,36
3,2,2,1,2,2,1,0,3
2,1,2,1,2,2,2,0,1
2,2,1,3,3,2,1,0,2
3,2,2,2,2,2,1,0,1
2,2,2,2,2,2,1,0,1
4,2,2,1,3,3,1,0,2
1,2,2,1,2,2,1,0,2
3,2,1,2,2,2,1,0,24
1,3,2,1,1,1,1,500,24
2,2,1,1,1,2,1,0,2
2,2,1,2,2,2,1,0,4
3,2,1,1,1,2,2,0,4
3,1,2,2,2,2,2,0,1
4,2,2,1,1,1,1,0,48
0,2,2,1,1,1,1,0,96
4,1,1,2,2,2,1,0,1
1,2,1,2,2,2,1,0,1
2,2,2,1,2,2,1,0,2
3,2,3,1,1,2,1,0,60
1,1,2,1,1,1,1,0,12
3,2,1,1,2,2,1,0,6
1,1,1,1,2,2,1,0,5
3,2,1,1,1,1,1,300,18
2,2,1,1,1,2,1,0,5
3,2,2,1,1,1,1,0,12
3,2,1,1,1,2,1,0,8
4,2,1,1,2,2,1,0,1
2,2,3,3,3,3,1,0,12
4,1,1,2,2,2,1,0,3
3,2,1,1,2,2,1,0,12
0,2,2,1,2,2,1,0,3
1,2,2,2,2,2,2,0,1
1,2,2,1,1,2,1,0,9
4,1,1,1,2,2,1,0,10
2,2,1,2,2,2,1,0,2
0,1,1,1,1,2,1,0,3
0,2,1,2,2,2,1,0,3
3,1,1,1,2,2,1,0,1
2,2,1,3,3,2,1,0,2
3,2,1,3,3,3,1,100,5
2,2,1,2,2,2,1,20,2
2,2,2,1,1,1,1,0,60
3,2,1,2,2,2,1,0,4
1,2,1,2,2,2,1,0,4
1,2,2,1,1,2,1,0,15
1,1,2,1,1,3,1,0,36
4,2,1,2,2,2,1,0,11
4,2,2,1,2,2,1,0,4
1,1,2,3,3,2,1,0,24
2,2,1,2,2,2,1,0,2
4,2,1,2,2,2,1,0,3
2,1,1,3,3,3,1,0,3
4,2,1,1,1,3,1,0,12
1,1,2,2,2,2,1,0,1
4,2,1,1,1,1,1,50,24
1,1,2,1,1,1,1,0,48
1,2,1,2,2,2,1,0,1
4,3,2,2,1,2,1,0,3
3,2,1,1,1,2,1,0,3
2,2,1,3,3,2,1,0,1
0,2,2,2,2,2,1,0,6
4,1,1,2,2,2,1,0,2
4,2,2,1,2,2,1,0,3
0,2,2,2,2,2,1,0,1
4,2,2,2,2,2,1,0,8
2,2,2,3,3,3,1,0,12
4,2,2,1,1,2,1,0,72
1,1,2,1,1,2,1,500,5
2,2,2,1,2,2,1,0,2
3,2,2,3,3,3,1,100,1
4,1,1,2,2,2,1,0,1
1,2,2,2,2,2,1,0,1
3,2,1,1,2,2,1,0,1
3,1,1,1,1,2,1,0,2
4,2,1,1,1,1,1,0,30
1,2,1,1,1,2,1,0,36
2,2,1,1,1,1,1,400,48
3,1,3,1,1,1,1,150,72
4,2,1,1,1,1,1,0,48
2,2,1,1,1,1,1,0,12
3,2,1,2,1,3,1,0,10
4,2,1,2,2,2,1,0,5
3,2,2,2,2,2,1,0,1
2,2,2,1,1,2,1,0,24
1,1,1,1,1,1,1,50,4
3,1,1,1,1,1,1,0,8
1,2,1,2,2,2,1,0,2
1,1,1,2,2,2,1,0,3
3,2,2,1,2,2,1,0,4
4,1,1,1,1,2,1,50,10
4,3,1,1,1,1,1,0,48
4,2,1,1,1,2,1,0,47
3,2,3,1,1,2,1,150,1
1,2,2,2,2,2,1,0,2
3,2,1,1,2,2,1,80,4
2,1,2,2,2,2,1,0,5
1,1,1,1,1,2,1,0,4
3,2,3,1,1,2,1,100,60
4,2,2,3,3,3,1,0,24
2,2,1,1,1,2,1,0,3
1,2,1,2,2,2,1,0,2
4,3,1,1,1,1,1,0,18
1,1,2,2,2,2,1,0,2
1,2,2,1,1,3,1,0,4
2,2,1,1,2,1,1,0,12
4,2,2,2,2,2,1,0,4
4,1,1,2,2,2,1,0,6
3,2,2,1,1,2,1,0,3
1,2,2,2,2,2,1,0,1
1,2,2,2,2,2,1,0,1
4,2,2,2,3,3,1,0,1
1,2,1,1,2,2,1,50,3
2,1,2,1,1,1,2,385,24
2,2,1,2,2,2,1,0,1
2,2,1,1,1,1,1,150,11
1,3,2,3,3,3,1,0,24
2,2,1,1,1,2,1,0,4
4,1,1,2,2,2,1,0,4
2,1,1,1,2,2,1,0,1
1,2,2,2,2,2,1,0,2
1,2,2,1,1,3,1,0,2
4,1,1,2,2,2,1,20,2
2,1,2,2,2,2,1,0,1
3,1,1,1,2,2,1,0,5
3,2,2,1,1,1,1,0,11
4,2,2,3,3,3,1,0,2
4,2,1,1,1,2,1,0,2
4,2,1,3,3,3,1,0,2
4,1,1,2,2,2,1,0,2
4,1,2,1,1,2,1,20,12
3,2,1,3,3,3,1,0,12
2,3,1,3,3,3,3,0,120
3,1,2,1,1,1,1,200,60
3,3,2,1,1,3,1,0,11
1,2,1,1,1,1,1,50,36
2,2,2,1,3,2,1,0,3
4,2,2,2,2,2,1,0,12
1,2,2,2,2,2,1,0,2
1,2,1,2,2,2,1,0,2
1,2,1,2,2,2,1,50,2
2,1,2,1,1,1,1,0,36
0,1,2,3,3,3,1,0,12
4,1,2,1,1,2,1,450,21
1,2,2,2,2,2,1,150,3
3,2,1,1,1,2,1,0,1
1,2,2,2,2,2,1,0,0
1,2,1,2,2,2,1,0,1
4,2,2,1,1,3,1,0,3
4,2,1,1,1,1,1,350,36
3,2,1,1,1,1,1,50,5
0,3,2,1,1,1,1,0,12
2,2,1,1,1,2,1,120,4
4,2,1,1,1,2,1,0,4
3,2,2,1,1,1,1,120,36
3,2,2,2,3,3,1,0,1
2,2,1,2,2,2,1,0,2
4,2,2,1,1,1,1,0,24
4,1,1,2,2,2,1,0,1
1,2,2,2,2,2,1,0,2
2,2,1,1,2,2,1,0,1
1,1,2,1,1,2,1,350,6
2,2,2,1,1,3,1,0,156
2,2,1,1,1,2,1,0,2
4,2,1,1,1,1,1,0,12
4,2,1,1,1,2,1,0,21
4,3,3,1,1,2,1,0,24
2,2,2,1,1,2,1,0,2
1,3,1,1,1,2,1,0,10
1,2,1,1,1,2,1,0,3
1,2,1,2,2,2,1,0,2
1,2,3,1,1,2,1,0,20
1,2,1,1,2,2,1,0,2
0,1,1,1,2,2,1,0,6
2,2,3,1,1,2,1,0,24
2,2,1,1,2,2,1,0,5
3,2,2,2,2,2,1,0,4
0,3,3,1,1,2,1,500,17
2,1,1,2,2,2,1,0,2
4,2,1,2,2,2,1,0,2
2,2,1,2,2,2,1,0,2
4,2,1,1,2,2,1,0,12
1,1,1,2,2,2,1,0,2
4,2,2,2,2,2,1,0,1
1,2,1,1,1,2,1,0,4
4,2,1,1,1,1,1,0,36
3,2,2,1,1,2,1,0,53
1,2,1,1,1,3,1,0,60
4,2,2,2,2,2,1,0,14
3,2,1,1,2,1,1,0,6
3,2,1,1,1,1,1,0,8
3,2,2,1,1,1,1,0,5
3,2,1,1,1,2,1,10,3
1,3,1,1,1,2,1,0,24
0,1,2,1,2,2,1,0,2
1,1,1,2,2,1,1,0,3
3,3,2,1,1,2,1,0,2
2,1,1,1,1,1,1,0,60
3,2,1,1,1,2,1,0,1
3,1,1,1,2,1,1,0,9
0,1,1,2,2,1,1,0,6
1,2,2,1,2,2,1,0,1
2,2,1,2,2,2,1,50,1
4,2,1,1,1,1,1,0,5
2,2,1,1,1,2,1,0,3
4,2,1,1,1,2,1,50,3
4,1,1,1,2,2,1,0,3
1,2,2,1,1,3,1,0,4
2,1,3,1,1,1,1,150,36
3,1,1,1,1,3,1,0,5
3,2,2,1,1,1,1,0,24
1,2,1,2,2,2,1,50,2
2,1,2,3,3,3,1,0,2
3,2,1,1,1,2,1,0,2
4,2,2,1,1,2,1,0,10
3,1,1,2,2,2,1,0,2
2,1,1,2,2,2,1,0,6
1,1,2,2,2,2,1,0,3
1,2,1,1,2,2,1,30,4
3,2,1,2,2,2,1,0,3
4,2,1,2,2,2,1,0,5
2,1,3,1,1,1,1,500,72
4,2,1,3,3,2,2,0,4
2,2,2,2,2,2,1,50,1
2,1,2,1,2,2,1,0,2
2,2,2,2,2,2,1,0,2
3,2,1,2,2,2,1,0,4
4,1,1,2,2,2,1,0,5
3,2,1,2,2,2,1,0,12
4,2,1,1,1,3,1,0,2
4,2,1,1,2,1,1,0,36
4,1,1,2,2,2,1,0,1
3,1,1,1,2,2,1,0,1
3,2,1,2,2,2,1,0,3
4,2,2,2,2,2,1,50,1
1,2,1,1,2,1,1,0,3
2,1,1,3,3,3,2,0,1
1,3,3,1,1,1,1,0,84
3,2,1,3,3,2,1,0,2
4,2,2,1,1,2,1,80,2
4,2,1,3,3,3,1,0,9
3,2,1,1,1,2,1,0,18
4,2,2,1,1,1,1,0,24
4,2,1,3,1,1,1,0,11
4,1,1,1,2,1,1,30,20
1,2,2,2,2,2,1,0,2
2,1,3,1,1,1,1,0,12
2,2,1,2,2,2,1,0,1
4,2,3,1,1,2,1,0,21
4,2,2,1,1,1,1,0,5
1,2,3,1,1,2,1,250,39
4,2,2,1,2,2,1,100,4
2,2,2,1,2,2,1,0,1
4,2,1,1,2,2,1,0,3
2,2,1,1,1,2,1,200,3
3,2,2,1,1,2,1,0,4
1,1,1,2,2,2,1,0,1
3,2,1,1,1,1,1,0,6
2,1,2,3,3,3,1,0,1
1,1,2,1,2,2,1,0,2
2,2,1,3,3,2,1,0,2
2,2,1,3,3,2,1,0,2
4,2,1,1,1,2,1,0,7
2,3,1,3,3,3,2,0,8
1,1,2,1,1,1,1,0,120
2,2,1,2,2,2,1,0,2
1,3,2,1,1,2,1,0,24
2,2,1,2,2,2,1,0,3
2,1,2,1,2,2,1,100,3
2,2,1,2,2,2,1,50,3
3,2,1,2,2,2,1,0,1
0,1,1,2,2,2,1,0,3
1,1,2,1,3,1,1,0,12
1,1,1,2,2,2,1,0,1
4,2,1,1,1,1,1,0,16
4,2,2,1,1,2,1,150,4
3,2,1,1,2,2,1,0,1
1,2,1,1,2,2,1,0,3
2,2,2,1,2,1,1,50,35
1,1,1,1,1,2,1,0,2
1,1,2,1,2,2,2,0,2
3,2,1,1,1,2,1,0,2
4,2,1,1,2,1,1,0,24
4,3,2,1,1,1,1,0,2
4,1,2,1,1,2,1,100,4
4,2,1,1,1,2,1,20,10
3,2,1,1,1,2,1,0,4
1,1,1,2,2,2,1,50,2
3,1,1,2,2,2,1,0,2
1,2,1,3,3,3,1,0,18
1,3,1,1,1,2,1,0,36
3,3,1,2,2,2,1,0,2
2,1,2,1,2,3,1,25,41
4,2,1,1,1,2,1,0,4
4,2,2,2,2,2,2,150,2
3,1,1,1,2,2,1,0,3
2,2,2,2,2,2,1,0,2
3,2,2,1,2,2,1,150,1
1,3,1,3,3,2,2,0,48
2,2,2,2,1,2,1,40,2
4,2,2,2,2,2,1,0,7
1,2,1,2,2,2,1,20,1
3,2,3,2,2,2,1,0,2
4,2,1,3,3,3,1,0,16
3,2,2,1,1,2,1,0,2
3,2,1,2,2,2,1,0,2
4,1,1,1,2,2,1,0,1
1,2,1,2,2,2,1,0,2
4,1,1,2,2,2,1,0,2
2,2,3,1,1,1,1,390,24
1,2,1,2,2,2,1,0,1
1,2,1,1,2,2,1,50,1
4,2,1,1,1,1,1,0,5
4,3,1,1,1,1,1,100,36
3,2,2,1,1,1,1,0,4
1,1,1,3,3,2,1,0,48
3,2,1,2,2,2,1,0,1
0,2,1,2,2,2,1,0,2
4,2,3,3,3,3,2,0,12
1,1,1,2,2,2,1,0,2
3,2,1,1,1,1,1,0,24
4,3,3,1,1,1,1,300,36
3,2,2,1,1,2,1,0,24
2,1,2,1,1,2,1,0,96
3,2,2,1,1,1,1,0,9
3,2,2,1,1,2,1,0,1
2,2,1,1,1,2,1,0,5
3,2,1,2,2,2,1,0,3
2,2,1,1,1,1,1,100,17
3,2,2,1,1,2,1,0,4
2,1,2,2,2,2,1,0,1
4,1,2,2,2,2,1,0,4
4,2,1,1,1,1,1,100,4
1,1,2,2,2,2,1,100,0
3,2,2,1,2,2,1,0,4
0,2,1,2,2,2,1,0,2
4,2,1,1,1,2,1,0,2
4,2,1,1,2,2,1,0,4
3,2,1,2,2,3,1,0,1
3,2,2,1,1,2,1,0,2
4,2,2,2,2,2,1,0,3
1,2,2,1,1,2,1,0,2
2,4,1,1,1,1,1,0,24
3,2,2,2,2,2,1,0,7
3,2,1,1,1,2,1,0,1
3,2,2,1,1,1,2,0,24
1,2,1,1,1,1,1,0,13
3,3,3,2,2,1,1,0,36
4,2,2,1,1,1,1,0,36
2,2,3,3,3,2,1,0,7
1,2,3,2,2,2,1,0,1
3,2,3,3,2,3,1,0,48
1,2,1,1,1,2,1,0,3
2,3,2,2,1,2,1,250,1
3,3,2,1,1,1,1,0,10
2,2,1,1,1,2,1,0,9
3,1,1,2,2,2,1,1,2
4,1,1,1,1,2,1,50,3
2,2,1,1,2,2,1,0,1
4,2,2,3,3,3,1,0,8
4,2,2,1,3,3,1,0,12
3,2,1,1,1,2,1,0,4
3,2,2,1,1,2,1,0,5
3,2,1,3,3,2,1,0,1
3,2,2,2,2,2,1,0,1
2,1,1,2,2,2,1,0,2
2,2,2,2,2,2,1,0,1
1,2,1,2,2,2,1,0,3
4,1,2,1,1,1,1,0,36
2,2,1,2,2,2,1,0,3
2,2,1,1,3,2,1,0,2
3,2,2,1,1,2,1,0,2
2,1,1,2,2,2,1,0,1
4,2,1,1,1,3,1,0,2
3,2,2,3,3,3,1,0,24
3,2,1,1,2,2,1,0,2
4,2,1,1,1,1,1,0,6
1,2,1,2,2,2,1,0,5
3,2,1,1,1,1,1,0,12
4,2,2,1,1,1,1,0,12
3,2,2,2,2,2,1,0,1
1,2,1,2,2,2,1,0,2
2,3,1,1,1,1,1,0,36
2,1,1,2,2,2,1,0,2
4,2,1,2,2,2,1,0,2
3,2,2,1,2,2,1,0,2
2,2,2,2,2,2,1,0,1
4,2,2,1,1,2,1,0,6
1,1,1,2,2,2,1,0,2
2,2,2,1,1,2,1,200,6
2,2,1,1,2,2,1,0,2
3,2,1,1,1,1,1,0,24
4,2,1,1,1,1,1,0,4
4,2,2,1,1,1,1,0,24
1,2,1,1,1,2,1,0,5
3,2,1,1,1,1,1,0,84
4,2,1,2,1,2,1,0,2
3,2,2,2,2,2,1,0,1
3,2,2,1,1,1,1,0,12
2,2,1,1,2,3,1,0,2
1,2,1,1,2,2,1,150,2
1,2,1,2,2,1,1,0,1
4,2,2,1,2,2,1,0,3
3,2,1,1,1,2,1,0,4
1,1,2,2,2,2,1,0,1
2,2,2,1,1,2,1,0,12
1,2,1,1,2,2,1,20,2
3,2,2,1,1,2,1,50,2
2,2,1,3,3,3,1,10,2
2,2,1,2,2,3,1,0,2
4,2,2,3,3,3,1,200,3
2,2,2,2,2,2,1,0,3
3,1,1,2,2,2,1,0,3
3,2,1,2,2,2,1,0,1
2,2,2,3,3,2,1,0,12
4,2,1,1,2,2,1,0,12
3,2,2,1,1,1,1,0,48
2,2,2,1,1,2,1,0,2
4,3,1,2,2,1,1,0,36
3,2,2,2,2,2,1,0,4
2,2,1,3,3,3,1,0,7
3,2,2,1,1,2,1,0,3
4,2,1,1,3,2,1,0,3
2,2,1,2,2,2,1,0,2
3,2,2,1,1,1,1,50,4
3,1,1,1,2,1,1,0,7
1,1,2,2,2,2,1,0,0
2,1,1,2,2,2,1,0,1
1,2,1,2,2,2,1,0,2
3,1,1,1,2,2,1,0,2
4,2,1,1,1,2,1,0,2
4,2,1,2,2,1,1,0,14
4,2,2,1,1,1,1,0,16
4,3,2,1,1,1,1,0,36
1,1,1,1,2,2,1,0,2
4,3,1,1,1,1,1,20,12
3,2,1,1,1,2,1,50,5
4,2,2,1,1,1,1,0,36
2,1,1,2,2,2,1,0,2
4,3,1,1,1,1,1,0,24
4,2,1,1,1,1,1,0,3
4,2,1,1,1,2,1,0,3
0,2,2,1,1,2,1,0,2
1,3,3,1,1,1,1,250,24
0,3,2,1,2,3,1,0,2
3,1,1,2,2,2,2,0,1
2,1,2,1,2,2,1,0,1
2,2,1,3,3,3,1,0,12
1,2,1,1,2,2,1,0,1
3,2,3,3,3,2,1,0,84
4,2,2,2,1,1,1,150,8
2,2,1,1,2,2,1,0,2
2,1,1,1,2,2,1,0,6
2,2,1,3,3,3,1,0,1
3,2,1,1,2,2,1,300,66
2,2,2,1,2,2,1,0,3
3,2,2,1,1,2,1,0,9
2,2,1,3,3,3,1,0,12
2,2,1,1,1,1,1,0,11
2,2,1,1,2,2,1,0,2
1,3,3,3,3,3,1,100,8
3,2,1,3,3,1,1,0,12
2,3,1,1,2,3,1,0,1
4,1,2,3,3,3,1,0,2
2,2,1,1,2,2,1,0,1
4,3,3,1,1,2,1,0,3
2,2,1,2,2,3,2,0,24
4,2,1,1,1,2,1,0,2
1,3,1,2,2,2,1,50,15
1,3,1,3,3,3,1,0,3
0,1,1,2,2,2,1,0,2
1,1,2,2,2,2,1,0,3
3,2,2,2,2,2,2,0,2
4,3,1,1,1,1,1,0,108
4,3,1,1,2,2,1,0,1
2,2,1,1,2,2,1,0,2
3,2,2,1,1,2,1,0,3
4,2,2,3,3,3,1,0,4
4,3,1,1,1,1,1,50,24
3,1,1,2,2,2,1,0,1
4,2,2,2,2,3,1,0,0
4,2,2,1,2,2,1,0,4
4,2,2,1,1,1,1,150,12
3,2,2,1,2,2,1,0,2
2,3,1,1,1,2,1,0,4
1,1,1,1,2,2,1,0,2
3,2,1,1,1,2,1,250,7
2,2,1,3,3,3,1,0,12
3,2,1,3,3,2,1,0,1
2,2,1,3,3,3,1,0,3
2,2,1,1,1,1,1,0,24
1,1,2,2,2,2,1,10,2
3,1,1,2,2,2,1,0,12
2,1,1,1,1,1,1,0,24
0,2,1,1,2,2,1,0,3
4,2,2,1,3,3,1,200,11
1,2,1,2,2,2,1,0,1
4,2,2,2,2,2,1,0,1
2,2,2,2,2,2,1,0,2
2,2,2,1,1,1,1,0,19
4,1,1,2,2,2,1,0,2
3,2,2,1,2,2,1,50,3
3,2,2,1,1,2,1,0,12
3,2,1,1,1,1,1,200,8
2,4,1,3,3,3,1,0,36
3,2,1,1,1,2,1,0,2
3,2,1,1,1,2,1,0,42
2,2,1,1,1,2,1,0,5
2,2,1,3,3,3,1,0,3
3,2,1,1,1,2,2,0,3
4,2,2,1,1,2,1,0,1
4,2,1,2,2,2,1,0,4
3,2,3,2,2,2,1,0,3
0,2,2,2,2,2,1,0,2
4,2,1,2,2,2,1,0,2
1,2,1,1,1,2,1,0,2
3,2,2,3,3,2,1,0,3
3,2,2,2,2,2,1,0,1
1,3,2,1,2,2,1,0,2
4,2,1,3,3,3,1,0,5
4,2,2,1,1,1,1,0,24
1,2,1,1,1,1,1,50,12
4,1,1,2,2,2,1,0,1
4,2,2,1,1,2,1,80,2
2,2,2,1,2,2,1,0,3
4,1,1,2,2,2,1,0,1
2,1,3,1,1,1,2,400,48
4,2,1,2,2,2,1,0,4
1,2,2,3,3,2,1,0,19
1,1,1,1,1,2,1,50,2
4,2,1,2,2,2,1,50,11
3,2,2,1,1,2,1,0,3
1,2,1,1,2,2,1,0,3
