AdoptionSpeed,MaturitySize,FurLength,Dewormed,Vaccinated,Sterilized,Health,Fee,Age,NameCounts,Named
3,2,2,1,1,2,1,0,7,9,1
4,2,1,1,2,2,1,0,4,3,1
0,1,3,1,1,2,1,0,4,2,1
4,1,1,2,2,2,1,0,5,1,1
2,2,2,1,1,2,1,150,12,1,1
3,1,1,2,2,3,1,0,1,1,1
2,1,1,1,2,2,1,30,1,1,1
4,2,1,1,1,1,2,0,48,12,1
2,1,1,1,1,3,1,0,2,8,1
1,1,2,3,3,3,2,1,1,1,1
3,1,1,1,1,1,1,500,10,1,1
4,2,1,1,1,1,1,0,7,1,1
2,2,1,1,1,2,1,15,3,1,1
3,2,1,1,1,1,1,0,30,1,1
3,2,2,2,2,2,1,0,2,17,1
3,2,1,2,2,2,1,0,1,1,1
2,2,2,1,2,2,1,0,2,5,1
3,2,1,3,3,2,1,0,1,9,1
1,1,1,2,2,2,1,100,3,1,1
2,1,1,2,2,2,1,1,1,1,1
1,1,1,2,2,2,1,20,0,1,1
1,1,1,2,2,2,1,0,1,0,0
2,1,2,2,2,3,2,0,1,1,1
4,2,1,1,1,1,1,0,48,1,1
3,3,2,2,2,2,1,0,1,2,1
4,2,1,1,2,1,1,0,12,1,1
2,2,1,1,1,1,1,100,4,1,1
2,3,2,1,1,2,1,0,1,2,1
3,1,1,1,1,1,1,0,3,1,1
4,2,1,1,1,1,1,0,9,0,0
4,2,2,2,2,2,1,0,4,2,1
3,2,1,1,1,1,2,160,24,7,1
1,1,3,3,3,3,2,0,87,16,1
2,2,2,1,2,2,1,0,2,1,1
4,2,2,2,2,2,1,0,1,7,1
1,2,2,2,2,2,1,0,2,1,1
4,2,2,2,2,2,1,0,4,1,1
2,2,1,2,2,2,1,0,3,1,1
1,2,1,2,2,2,1,0,1,1,1
3,2,1,1,2,2,1,0,1,1,1
3,2,1,3,3,3,1,0,6,1,1
2,2,1,2,2,2,1,0,4,1,1
2,2,2,2,2,2,1,0,1,12,1
4,2,1,3,3,2,1,0,3,1,1
1,1,2,1,1,2,1,200,3,8,1
2,2,1,3,1,2,1,0,4,0,0
3,1,1,1,1,3,1,0,48,29,1
4,2,1,3,3,3,1,0,2,1,1
1,1,1,2,2,2,1,0,1,1,1
3,2,1,1,2,2,1,0,1,4,1
4,2,1,1,1,1,1,0,15,4,1
2,2,1,2,2,2,2,0,7,1,1
4,2,1,2,2,2,1,0,8,6,1
3,1,3,1,1,1,1,0,108,3,1
4,2,2,1,2,3,1,0,2,1,1
2,2,2,2,2,2,1,200,1,1,1
4,2,1,2,2,2,1,0,2,0,0
0,1,2,2,2,2,1,0,1,1,1
4,1,2,2,2,2,1,0,2,1,1
1,2,2,1,1,2,1,0,2,1,1
1,2,2,1,2,1,1,0,4,3,1
1,2,1,2,2,2,1,0,1,1,1
4,2,2,1,3,2,1,0,8,2,1
2,2,1,2,2,2,1,10,3,1,1
4,2,2,1,1,2,1,0,17,7,1
2,2,2,1,1,1,1,1,30,4,1
3,2,1,2,2,2,1,0,1,1,1
2,2,1,1,2,2,1,0,2,3,1
1,2,1,2,2,2,1,0,3,0,0
3,2,1,2,2,2,1,0,2,1,1
4,1,1,2,2,2,1,0,1,0,0
2,2,1,3,3,3,1,0,4,0,0
1,1,2,2,2,2,1,108,1,1,1
3,2,1,2,2,2,1,0,8,1,1
2,1,2,2,2,2,1,0,2,1,1
1,1,2,2,2,2,1,0,1,1,1
0,2,2,3,3,2,1,0,2,1,1
4,2,1,3,3,3,1,0,12,0,0
3,1,2,2,2,2,1,0,2,1,1
1,1,1,2,2,2,1,0,1,2,1
4,2,1,2,2,2,1,0,1,0,0
2,1,1,2,2,2,1,0,2,4,1
1,1,1,1,2,2,1,0,2,1,1
3,2,2,1,1,3,1,0,72,8,1
3,1,2,2,2,1,1,0,3,1,1
2,2,2,1,2,2,1,0,9,1,1
2,2,2,1,1,2,2,0,6,4,1
3,2,2,1,2,2,1,0,3,1,1
4,1,1,3,3,3,1,0,2,0,0
4,2,2,1,1,2,1,50,2,1,1
4,2,1,1,1,3,1,0,2,1,1
2,1,1,1,1,1,1,0,6,1,1
4,2,2,1,1,2,1,0,3,2,1
3,2,1,1,2,2,1,0,3,11,1
3,2,1,1,1,1,1,0,3,2,1
2,2,2,1,1,1,1,1,30,8,1
3,2,2,1,2,2,1,0,2,16,1
3,2,2,1,1,1,1,0,12,2,1
1,2,1,1,1,1,1,0,24,2,1
4,1,1,1,1,1,2,0,2,2,1
3,1,1,2,2,2,1,0,2,1,1
4,3,3,1,3,2,1,0,10,1,1
2,2,2,2,2,2,1,0,2,1,1
2,1,2,2,2,2,1,0,3,1,1
4,2,1,2,2,2,1,0,7,1,1
1,2,1,3,3,2,1,0,3,1,1
3,2,1,2,2,2,1,20,2,6,1
3,2,1,2,2,2,1,0,1,1,1
4,1,2,1,1,2,1,0,4,1,1
4,2,1,2,2,2,1,0,12,1,1
3,2,1,1,2,2,1,30,6,3,1
2,3,3,1,2,2,1,100,1,1,1
3,3,1,2,2,2,1,0,3,0,0
3,2,1,1,1,2,1,30,2,1,1
1,2,1,1,1,2,1,0,4,54,1
2,2,1,1,2,2,1,0,9,1,1
4,2,1,1,1,1,1,0,11,2,1
3,2,1,1,1,2,1,0,2,1,1
1,2,2,2,2,2,1,0,4,1,1
3,1,1,2,2,2,1,30,4,1,1
3,1,1,1,2,2,1,0,2,1,1
2,2,1,1,1,1,1,0,4,1,1
2,2,2,1,1,2,1,0,1,9,1
3,2,1,2,2,2,1,20,2,18,1
4,2,1,1,1,1,1,0,48,29,1
1,2,2,1,1,2,1,0,2,1,1
2,2,1,1,1,1,1,0,8,13,1
1,2,2,1,1,2,1,0,1,2,1
2,2,2,1,1,2,1,0,3,6,1
1,3,2,1,1,1,1,5,10,1,1
4,2,2,1,1,3,1,0,3,64,1
4,2,2,1,1,1,1,0,24,2,1
2,2,2,3,3,3,1,250,64,1,1
4,2,1,1,1,1,1,0,7,3,1
3,2,1,1,1,2,1,0,1,4,1
1,2,1,2,2,2,1,0,2,1,1
0,2,1,2,2,2,1,0,3,1,1
1,2,2,1,1,2,1,0,2,22,1
1,2,1,2,2,2,1,0,3,1,1
4,2,1,2,2,3,1,0,2,1,1
2,2,1,2,2,2,1,0,2,1,1
4,2,1,1,1,1,1,0,36,1,1
4,3,2,1,3,2,1,0,11,23,1
0,1,2,2,2,2,1,0,1,5,1
4,2,2,1,1,2,1,0,2,1,1
4,2,1,1,1,2,1,50,36,1,1
2,2,1,1,1,1,1,50,8,1,1
4,3,2,1,1,1,1,0,36,1,1
0,2,1,1,1,2,1,0,3,4,1
3,1,1,1,1,1,1,0,84,4,1
4,1,1,1,2,2,1,0,3,6,1
2,2,1,1,2,2,1,200,16,23,1
4,1,2,1,1,2,1,120,5,1,1
2,2,1,2,2,2,1,20,1,1,1
2,2,2,1,1,2,1,0,1,5,1
4,2,2,2,2,3,1,100,24,0,0
1,2,2,1,1,2,1,0,4,1,1
2,2,1,1,1,1,1,0,72,1,1
4,2,2,1,1,2,1,0,2,0,0
1,1,3,1,1,1,1,100,53,1,1
2,1,3,1,1,1,1,0,5,7,1
2,2,2,1,1,2,1,0,3,1,1
4,1,1,1,1,2,1,0,15,0,0
1,2,1,1,1,2,1,0,1,4,1
1,2,2,1,1,2,1,0,2,1,1
1,2,1,1,2,2,1,150,4,1,1
2,1,1,1,2,2,1,0,3,1,1
1,2,2,1,2,3,1,0,3,1,1
1,2,1,1,2,2,1,50,3,20,1
2,3,2,1,1,2,1,0,4,1,1
0,2,1,1,1,1,1,0,13,29,1
3,2,1,2,2,2,1,0,3,0,0
4,2,1,1,1,2,1,0,18,14,1
3,2,1,1,1,2,1,0,2,1,1
3,2,1,1,1,2,1,0,3,5,1
2,2,1,1,1,2,1,0,2,0,0
4,2,1,2,2,2,1,0,2,1,1
2,1,2,3,3,3,1,0,6,2,1
0,1,2,1,1,3,1,0,3,4,1
1,2,1,3,3,3,1,0,8,1,1
0,1,1,2,2,2,1,0,2,1,1
1,2,1,2,2,2,1,0,3,1,1
3,3,3,1,1,1,1,400,18,1,1
3,2,1,1,1,2,1,0,4,1,1
3,2,1,2,2,2,1,0,0,1,1
1,2,2,3,3,3,1,0,36,0,0
2,2,2,2,2,2,1,0,1,1,1
4,2,2,2,2,3,1,0,10,1,1
2,2,3,2,2,2,1,100,3,1,1
3,2,1,2,2,2,1,0,4,1,1
2,2,1,2,2,2,1,0,1,1,1
4,2,1,1,1,1,1,0,12,1,1
1,2,2,2,2,2,1,0,2,6,1
4,2,2,1,1,3,1,0,12,7,1
2,2,2,2,2,2,1,0,1,1,1
4,1,2,1,1,1,1,0,49,0,0
3,1,1,1,1,1,1,350,36,1,1
4,2,1,2,2,2,1,0,2,0,0
4,2,1,1,3,2,1,0,1,0,0
1,3,3,1,1,3,1,0,12,8,1
3,2,1,2,2,2,1,0,3,9,1
1,2,2,1,1,1,1,0,18,1,1
3,2,1,1,2,2,2,0,5,1,1
4,2,1,1,1,1,1,0,24,7,1
4,2,1,2,2,2,1,0,2,4,1
2,2,1,3,3,2,1,0,2,1,1
4,1,1,2,2,2,1,0,0,0,0
2,2,1,1,2,2,1,0,3,1,1
2,2,2,1,1,2,1,0,2,2,1
3,2,1,2,2,2,1,0,2,1,1
3,2,2,2,2,2,1,0,12,1,1
4,2,1,1,2,1,1,0,18,1,1
2,2,1,1,2,2,1,0,4,1,1
4,2,1,2,2,2,1,10,0,0,0
2,2,2,2,2,2,1,0,3,1,1
4,2,1,1,1,1,1,0,12,33,1
3,2,1,2,2,2,1,0,1,1,1
1,2,2,2,2,2,1,0,2,0,0
1,2,1,2,2,2,1,0,1,0,0
1,1,2,2,2,3,1,0,2,1,1
4,2,1,1,1,2,1,50,4,1,1
4,2,1,2,3,2,1,50,36,7,1
1,1,2,2,2,2,1,0,3,0,0
3,2,2,2,2,2,1,0,2,2,1
1,2,1,2,2,2,1,0,1,1,1
2,1,2,2,2,1,1,0,6,1,1
4,2,1,2,2,2,1,20,8,13,1
4,3,3,3,3,3,2,0,120,1,1
2,3,1,2,2,2,1,50,1,1,1
1,1,2,1,1,1,1,0,9,3,1
1,2,2,1,2,2,1,0,2,1,1
2,2,1,1,1,1,1,0,5,1,1
2,2,2,1,2,2,1,200,3,2,1
3,2,2,1,1,2,1,0,2,1,1
0,1,2,1,2,2,1,0,2,1,1
4,2,2,1,1,1,1,0,7,1,1
2,1,2,2,2,2,1,0,1,2,1
2,2,2,1,2,2,1,50,4,1,1
2,1,3,2,2,2,1,0,1,0,0
3,2,1,3,3,3,1,0,3,3,1
2,3,1,1,2,2,1,0,3,1,1
3,1,2,1,1,2,1,0,1,0,0
4,2,1,2,2,2,1,0,3,1,1
2,2,1,1,1,3,1,0,5,1,1
2,2,1,2,2,2,1,0,1,0,0
2,2,1,1,2,2,1,0,2,4,1
1,2,1,1,1,1,1,0,2,3,1
4,2,1,2,2,2,1,0,2,1,1
2,2,2,3,3,2,1,0,2,1,1
1,2,3,1,2,2,1,200,3,1,1
0,2,1,1,1,1,1,0,12,3,1
4,1,1,1,1,2,1,0,2,1,1
4,1,1,1,1,3,1,0,3,1,1
2,2,1,1,1,2,1,0,1,1,1
4,2,1,3,3,3,1,0,16,0,0
4,2,2,3,3,3,1,0,24,2,1
2,1,2,2,2,2,1,0,1,1,1
3,2,1,1,2,2,1,0,1,1,1
4,2,2,2,2,2,1,100,18,2,1
1,1,1,1,1,1,1,0,4,12,1
4,2,2,1,2,2,1,0,2,1,1
3,2,1,1,2,2,1,0,2,1,1
4,2,1,1,3,1,1,200,18,18,1
1,1,1,1,3,2,1,0,4,1,1
1,1,1,2,2,2,1,0,2,1,1
2,2,1,1,2,2,1,0,3,1,1
3,2,2,2,2,2,1,60,2,1,1
4,2,1,3,3,3,1,0,16,0,0
2,1,1,2,2,2,1,0,1,9,1
2,2,2,1,2,2,1,0,1,1,1
4,2,1,1,1,3,1,1,3,1,1
4,1,1,1,1,1,1,0,7,1,1
3,2,1,2,2,2,1,80,2,1,1
1,3,2,1,1,1,1,200,17,49,1
4,2,1,2,2,2,1,0,3,0,0
4,2,1,3,3,2,1,50,4,1,1
2,1,1,1,2,2,1,0,3,17,1
1,1,2,2,2,2,1,0,0,1,1
2,2,1,2,2,2,1,20,1,21,1
3,2,2,1,2,2,1,0,24,1,1
2,2,2,1,1,1,1,0,18,1,1
4,3,2,3,3,3,1,0,28,4,1
3,2,1,2,2,2,1,0,2,6,1
2,2,1,2,2,2,1,0,1,1,1
3,1,2,1,1,1,1,0,24,1,1
4,2,2,1,1,1,1,0,12,1,1
2,3,2,1,1,2,1,0,1,17,1
4,1,1,1,1,1,1,0,15,1,1
4,2,2,1,3,2,1,0,24,1,1
3,1,1,1,1,2,1,0,2,1,1
2,2,2,2,2,2,1,0,2,0,0
3,2,2,1,1,2,1,0,0,1,1
1,2,2,1,1,2,1,200,3,1,1
3,2,1,1,1,1,1,0,72,4,1
2,1,2,1,1,2,1,200,32,1,1
4,2,1,1,1,1,1,0,5,1,1
4,2,1,1,1,1,1,0,10,1,1
2,2,2,2,2,2,1,0,1,1,1
2,2,1,1,1,2,1,0,3,0,0
4,1,1,1,1,1,1,100,7,3,1
4,2,1,3,1,1,1,200,8,1,1
3,3,2,1,2,2,1,0,1,4,1
4,1,1,1,1,1,1,0,5,1,1
1,2,1,3,3,3,1,0,12,1,1
4,2,1,1,1,1,1,0,4,20,1
4,2,2,2,2,2,1,0,1,1,1
2,1,1,2,2,2,1,0,2,5,1
1,2,1,1,2,2,1,0,5,1,1
4,1,1,1,1,2,1,0,6,1,1
2,2,2,1,2,1,1,0,12,6,1
2,2,1,2,2,2,1,0,1,1,1
2,2,1,1,1,1,1,0,108,1,1
1,1,1,2,2,2,1,0,2,1,1
4,2,2,2,2,2,1,40,2,1,1
1,2,1,2,1,2,1,0,4,23,1
4,1,1,1,2,2,1,0,4,12,1
4,2,1,1,2,1,1,0,7,1,1
1,2,2,2,2,2,1,0,1,0,0
2,2,3,1,1,2,1,500,12,2,1
0,2,2,2,2,2,1,50,3,0,0
1,1,2,2,2,2,1,0,1,0,0
1,2,1,2,2,2,1,0,2,0,0
4,2,1,2,2,2,1,0,12,1,1
4,3,1,2,2,2,1,0,36,6,1
2,2,2,2,2,2,1,0,1,1,1
2,2,1,1,1,1,1,0,2,1,1
0,1,1,1,2,3,1,0,2,2,1
4,2,2,1,1,1,1,0,6,3,1
1,2,1,2,2,2,1,0,2,1,1
3,2,1,1,2,2,1,0,4,5,1
4,2,1,3,3,3,1,0,12,15,1
3,3,1,2,2,2,1,0,16,19,1
1,2,1,2,2,2,1,0,1,3,1
2,1,1,3,3,1,1,1,3,0,0
3,2,1,1,1,1,1,0,24,3,1
2,2,1,2,2,2,1,0,4,1,1
2,3,1,2,2,2,1,0,4,1,1
4,2,1,1,1,1,1,0,36,1,1
3,2,1,1,1,2,1,0,2,3,1
2,3,1,3,1,1,1,30,12,4,1
4,2,1,1,1,1,1,0,12,2,1
4,2,1,1,1,2,1,0,72,1,1
3,2,2,1,1,2,1,0,6,1,1
1,2,2,2,2,2,1,0,0,2,1
3,2,1,2,2,2,1,0,2,0,0
4,2,1,1,1,2,1,50,5,0,0
4,2,2,2,2,2,1,0,72,1,1
2,2,1,1,1,2,1,0,1,1,1
3,1,1,1,1,1,2,180,48,2,1
2,1,1,2,2,2,1,0,3,1,1
2,2,1,2,2,2,1,0,112,9,1
2,2,2,2,2,2,1,0,1,1,1
3,2,2,3,3,2,1,0,1,4,1
2,2,1,1,1,2,1,0,3,2,1
4,2,1,1,1,1,1,0,8,17,1
3,2,1,1,1,1,1,0,5,1,1
2,2,2,1,1,2,1,50,3,1,1
4,1,2,1,1,1,1,0,36,27,1
2,2,2,1,1,2,1,0,3,1,1
4,3,2,1,1,1,1,0,23,1,1
1,3,3,3,3,2,1,0,24,1,1
0,1,1,1,2,2,1,0,1,5,1
2,1,2,2,2,2,1,0,2,3,1
3,2,1,1,1,1,1,188,51,20,1
0,2,1,2,2,2,1,0,2,1,1
2,2,2,3,3,2,1,0,36,1,1
2,2,1,2,2,2,1,0,14,0,0
4,2,1,1,1,2,1,0,17,0,0
2,2,2,2,2,2,1,0,12,1,1
1,1,2,1,1,1,1,0,24,1,1
3,3,2,1,2,2,1,0,3,1,1
4,2,1,1,1,2,1,0,5,1,1
0,2,1,2,2,2,1,0,4,2,1
2,1,3,3,3,2,1,0,60,11,1
4,2,1,1,1,1,1,0,4,1,1
3,2,1,3,3,2,1,0,1,1,1
1,2,3,1,2,2,1,550,4,1,1
4,3,1,1,3,1,1,0,63,11,1
1,2,1,1,1,2,1,0,11,1,1
0,1,2,1,1,2,1,0,4,1,1
2,2,1,1,2,2,1,100,2,1,1
1,2,3,2,2,2,1,0,1,0,0
2,2,2,1,1,3,1,0,3,1,1
4,2,2,3,3,3,1,0,12,10,1
4,2,2,1,1,2,1,0,5,1,1
3,3,1,1,1,1,1,0,15,1,1
4,2,1,1,1,2,1,0,3,1,1
4,2,1,3,3,3,1,0,36,0,0
4,2,2,3,3,3,1,0,24,1,1
1,2,1,1,1,1,1,0,84,2,1
4,2,1,2,2,2,1,10,1,1,1
4,1,1,2,2,2,1,0,2,1,1
4,1,2,2,2,1,1,0,3,1,1
3,2,1,2,2,2,1,0,1,1,1
1,2,1,2,2,2,1,0,1,1,1
1,1,1,2,1,2,1,0,4,49,1
0,2,1,1,1,1,1,8,3,0,0
3,2,2,2,2,2,1,0,7,1,1
2,1,1,2,2,2,1,0,3,1,1
3,2,2,2,2,2,1,0,2,3,1
1,1,3,1,2,2,1,0,24,1,1
3,2,2,2,2,2,1,0,1,1,1
1,2,2,1,1,1,1,0,36,1,1
4,1,1,2,2,2,1,0,2,1,1
4,2,1,2,2,2,1,0,1,5,1
2,1,1,1,1,2,1,100,3,1,1
1,2,1,1,1,2,1,0,3,1,1
2,2,1,2,2,2,1,0,3,1,1
4,2,1,1,1,2,1,0,2,1,1
1,2,1,2,2,2,1,0,1,1,1
2,2,1,2,2,2,1,0,5,1,1
3,2,3,1,1,2,1,200,36,2,1
3,2,2,1,2,2,1,0,3,2,1
2,1,2,1,2,2,2,0,1,3,1
2,2,1,3,3,2,1,0,2,8,1
3,2,2,2,2,2,1,0,1,24,1
2,2,2,2,2,2,1,0,1,1,1
4,2,2,1,3,3,1,0,2,1,1
1,2,2,1,2,2,1,0,2,1,1
3,2,1,2,2,2,1,0,24,1,1
1,3,2,1,1,1,1,500,24,1,1
2,2,1,1,1,2,1,0,2,1,1
2,2,1,2,2,2,1,0,4,7,1
3,2,1,1,1,2,2,0,4,1,1
3,1,2,2,2,2,2,0,1,1,1
4,2,2,1,1,1,1,0,48,2,1
0,2,2,1,1,1,1,0,96,1,1
4,1,1,2,2,2,1,0,1,0,0
1,2,1,2,2,2,1,0,1,1,1
2,2,2,1,2,2,1,0,2,5,1
3,2,3,1,1,2,1,0,60,1,1
1,1,2,1,1,1,1,0,12,1,1
3,2,1,1,2,2,1,0,6,3,1
1,1,1,1,2,2,1,0,5,6,1
3,2,1,1,1,1,1,300,18,4,1
2,2,1,1,1,2,1,0,5,1,1
3,2,2,1,1,1,1,0,12,2,1
3,2,1,1,1,2,1,0,8,1,1
4,2,1,1,2,2,1,0,1,1,1
2,2,3,3,3,3,1,0,12,7,1
4,1,1,2,2,2,1,0,3,1,1
3,2,1,1,2,2,1,0,12,1,1
0,2,2,1,2,2,1,0,3,4,1
1,2,2,2,2,2,2,0,1,1,1
1,2,2,1,1,2,1,0,9,1,1
4,1,1,1,2,2,1,0,10,1,1
2,2,1,2,2,2,1,0,2,1,1
0,1,1,1,1,2,1,0,3,1,1
0,2,1,2,2,2,1,0,3,18,1
3,1,1,1,2,2,1,0,1,1,1
2,2,1,3,3,2,1,0,2,3,1
3,2,1,3,3,3,1,100,5,0,0
2,2,1,2,2,2,1,20,2,2,1
2,2,2,1,1,1,1,0,60,49,1
3,2,1,2,2,2,1,0,4,1,1
1,2,1,2,2,2,1,0,4,1,1
1,2,2,1,1,2,1,0,15,52,1
1,1,2,1,1,3,1,0,36,20,1
4,2,1,2,2,2,1,0,11,9,1
4,2,2,1,2,2,1,0,4,2,1
1,1,2,3,3,2,1,0,24,3,1
2,2,1,2,2,2,1,0,2,0,0
4,2,1,2,2,2,1,0,3,1,1
2,1,1,3,3,3,1,0,3,20,1
4,2,1,1,1,3,1,0,12,1,1
1,1,2,2,2,2,1,0,1,1,1
4,2,1,1,1,1,1,50,24,25,1
1,1,2,1,1,1,1,0,48,64,1
1,2,1,2,2,2,1,0,1,1,1
4,3,2,2,1,2,1,0,3,3,1
3,2,1,1,1,2,1,0,3,1,1
2,2,1,3,3,2,1,0,1,1,1
0,2,2,2,2,2,1,0,6,7,1
4,1,1,2,2,2,1,0,2,3,1
4,2,2,1,2,2,1,0,3,1,1
0,2,2,2,2,2,1,0,1,1,1
4,2,2,2,2,2,1,0,8,1,1
2,2,2,3,3,3,1,0,12,1,1
4,2,2,1,1,2,1,0,72,7,1
1,1,2,1,1,2,1,500,5,1,1
2,2,2,1,2,2,1,0,2,3,1
3,2,2,3,3,3,1,100,1,1,1
4,1,1,2,2,2,1,0,1,11,1
1,2,2,2,2,2,1,0,1,1,1
3,2,1,1,2,2,1,0,1,1,1
3,1,1,1,1,2,1,0,2,1,1
4,2,1,1,1,1,1,0,30,1,1
1,2,1,1,1,2,1,0,36,0,0
2,2,1,1,1,1,1,400,48,1,1
3,1,3,1,1,1,1,150,72,1,1
4,2,1,1,1,1,1,0,48,1,1
2,2,1,1,1,1,1,0,12,1,1
3,2,1,2,1,3,1,0,10,9,1
4,2,1,2,2,2,1,0,5,0,0
3,2,2,2,2,2,1,0,1,1,1
2,2,2,1,1,2,1,0,24,3,1
1,1,1,1,1,1,1,50,4,1,1
3,1,1,1,1,1,1,0,8,4,1
1,2,1,2,2,2,1,0,2,1,1
1,1,1,2,2,2,1,0,3,1,1
3,2,2,1,2,2,1,0,4,1,1
4,1,1,1,1,2,1,50,10,1,1
4,3,1,1,1,1,1,0,48,1,1
4,2,1,1,1,2,1,0,47,64,1
3,2,3,1,1,2,1,150,1,1,1
1,2,2,2,2,2,1,0,2,0,0
3,2,1,1,2,2,1,80,4,2,1
2,1,2,2,2,2,1,0,5,36,1
1,1,1,1,1,2,1,0,4,1,1
3,2,3,1,1,2,1,100,60,1,1
4,2,2,3,3,3,1,0,24,1,1
2,2,1,1,1,2,1,0,3,7,1
1,2,1,2,2,2,1,0,2,0,0
4,3,1,1,1,1,1,0,18,1,1
1,1,2,2,2,2,1,0,2,1,1
1,2,2,1,1,3,1,0,4,1,1
2,2,1,1,2,1,1,0,12,29,1
4,2,2,2,2,2,1,0,4,1,1
4,1,1,2,2,2,1,0,6,0,0
3,2,2,1,1,2,1,0,3,20,1
1,2,2,2,2,2,1,0,1,21,1
1,2,2,2,2,2,1,0,1,0,0
4,2,2,2,3,3,1,0,1,0,0
1,2,1,1,2,2,1,50,3,2,1
2,1,2,1,1,1,2,385,24,1,1
2,2,1,2,2,2,1,0,1,4,1
2,2,1,1,1,1,1,150,11,8,1
1,3,2,3,3,3,1,0,24,5,1
2,2,1,1,1,2,1,0,4,7,1
4,1,1,2,2,2,1,0,4,1,1
2,1,1,1,2,2,1,0,1,1,1
1,2,2,2,2,2,1,0,2,0,0
1,2,2,1,1,3,1,0,2,1,1
4,1,1,2,2,2,1,20,2,0,0
2,1,2,2,2,2,1,0,1,1,1
3,1,1,1,2,2,1,0,5,13,1
3,2,2,1,1,1,1,0,11,2,1
4,2,2,3,3,3,1,0,2,0,0
4,2,1,1,1,2,1,0,2,1,1
4,2,1,3,3,3,1,0,2,1,1
4,1,1,2,2,2,1,0,2,0,0
4,1,2,1,1,2,1,20,12,1,1
3,2,1,3,3,3,1,0,12,32,1
2,3,1,3,3,3,3,0,120,1,1
3,1,2,1,1,1,1,200,60,2,1
3,3,2,1,1,3,1,0,11,1,1
1,2,1,1,1,1,1,50,36,1,1
2,2,2,1,3,2,1,0,3,3,1
4,2,2,2,2,2,1,0,12,1,1
1,2,2,2,2,2,1,0,2,1,1
1,2,1,2,2,2,1,0,2,35,1
1,2,1,2,2,2,1,50,2,0,0
2,1,2,1,1,1,1,0,36,8,1
0,1,2,3,3,3,1,0,12,20,1
4,1,2,1,1,2,1,450,21,1,1
1,2,2,2,2,2,1,150,3,1,1
3,2,1,1,1,2,1,0,1,1,1
1,2,2,2,2,2,1,0,0,1,1
1,2,1,2,2,2,1,0,1,1,1
4,2,2,1,1,3,1,0,3,7,1
4,2,1,1,1,1,1,350,36,3,1
3,2,1,1,1,1,1,50,5,1,1
0,3,2,1,1,1,1,0,12,2,1
2,2,1,1,1,2,1,120,4,1,1
4,2,1,1,1,2,1,0,4,52,1
3,2,2,1,1,1,1,120,36,1,1
3,2,2,2,3,3,1,0,1,1,1
2,2,1,2,2,2,1,0,2,1,1
4,2,2,1,1,1,1,0,24,4,1
4,1,1,2,2,2,1,0,1,2,1
1,2,2,2,2,2,1,0,2,3,1
2,2,1,1,2,2,1,0,1,1,1
1,1,2,1,1,2,1,350,6,1,1
2,2,2,1,1,3,1,0,156,11,1
2,2,1,1,1,2,1,0,2,2,1
4,2,1,1,1,1,1,0,12,1,1
4,2,1,1,1,2,1,0,21,0,0
4,3,3,1,1,2,1,0,24,9,1
2,2,2,1,1,2,1,0,2,1,1
1,3,1,1,1,2,1,0,10,1,1
1,2,1,1,1,2,1,0,3,6,1
1,2,1,2,2,2,1,0,2,7,1
1,2,3,1,1,2,1,0,20,0,0
1,2,1,1,2,2,1,0,2,1,1
0,1,1,1,2,2,1,0,6,7,1
2,2,3,1,1,2,1,0,24,1,1
2,2,1,1,2,2,1,0,5,1,1
3,2,2,2,2,2,1,0,4,2,1
0,3,3,1,1,2,1,500,17,7,1
2,1,1,2,2,2,1,0,2,1,1
4,2,1,2,2,2,1,0,2,1,1
2,2,1,2,2,2,1,0,2,1,1
4,2,1,1,2,2,1,0,12,35,1
1,1,1,2,2,2,1,0,2,1,1
4,2,2,2,2,2,1,0,1,1,1
1,2,1,1,1,2,1,0,4,1,1
4,2,1,1,1,1,1,0,36,1,1
3,2,2,1,1,2,1,0,53,3,1
1,2,1,1,1,3,1,0,60,16,1
4,2,2,2,2,2,1,0,14,1,1
3,2,1,1,2,1,1,0,6,2,1
3,2,1,1,1,1,1,0,8,3,1
3,2,2,1,1,1,1,0,5,1,1
3,2,1,1,1,2,1,10,3,3,1
1,3,1,1,1,2,1,0,24,23,1
0,1,2,1,2,2,1,0,2,3,1
1,1,1,2,2,1,1,0,3,8,1
3,3,2,1,1,2,1,0,2,1,1
2,1,1,1,1,1,1,0,60,1,1
3,2,1,1,1,2,1,0,1,3,1
3,1,1,1,2,1,1,0,9,5,1
0,1,1,2,2,1,1,0,6,1,1
1,2,2,1,2,2,1,0,1,1,1
2,2,1,2,2,2,1,50,1,0,0
4,2,1,1,1,1,1,0,5,2,1
2,2,1,1,1,2,1,0,3,0,0
4,2,1,1,1,2,1,50,3,1,1
4,1,1,1,2,2,1,0,3,6,1
1,2,2,1,1,3,1,0,4,1,1
2,1,3,1,1,1,1,150,36,1,1
3,1,1,1,1,3,1,0,5,2,1
3,2,2,1,1,1,1,0,24,1,1
1,2,1,2,2,2,1,50,2,5,1
2,1,2,3,3,3,1,0,2,1,1
3,2,1,1,1,2,1,0,2,1,1
4,2,2,1,1,2,1,0,10,1,1
3,1,1,2,2,2,1,0,2,0,0
2,1,1,2,2,2,1,0,6,9,1
1,1,2,2,2,2,1,0,3,0,0
1,2,1,1,2,2,1,30,4,1,1
3,2,1,2,2,2,1,0,3,1,1
4,2,1,2,2,2,1,0,5,1,1
2,1,3,1,1,1,1,500,72,1,1
